id,idiom_src,meaning_src,idiom_tgt,meaning_tgt,confidence,verified,lang_pair,mSBERT_score,LaBSE_score
7562,মুখ ছোট করা,অপ্রতিভ করা,"to lose face', 'to feel small",,HIGH,False,bn-en,,
7563,মুখ ছোটানো,অনর্গল বিরতিহীন কথা বলা; অবাধে কথা বলা; বক্তৃতা দেওয়া,"run off at the mouth', 'have the gift of the gab', 'speechify",,HIGH,False,bn-en,,
7564,মুখ ঝামটা খাওয়া,অকস্মাৎ তিরস্কৃত হওয়া; হঠাৎ ধমক খাওয়া,"to get a dressing-down', 'to be told off', 'to get chewed out",,HIGH,False,bn-en,,
7565,মুখ ঝামটা দেওয়া,অকস্মাৎ তিরস্কার করা; দাবড়ানো; হঠাৎ ধমক দেওয়া,"To snap at someone', ""To give someone a piece of one's mind"", 'To chew someone out",,HIGH,False,bn-en,,
7566,মুখ টিপে হাসা,অপ্রকাশ্যে বা নিঃশব্দে হাসা,"smirk', ""laugh behind one's hand"", 'giggle quietly",,HIGH,False,bn-en,,
7567,মুখতাড়া খাওয়া/দেওয়া,মুখ ঝামটা খাওয়া/দেওয়া,"to get a tongue-lashing', 'to be told off', 'to get chewed out",,HIGH,False,bn-en,,
7568,মুখতোড়,কলহ স্রোত; বাক্য স্রোত,"Run off at the mouth', 'Verbal diarrhea', 'A flood of words",,HIGH,False,bn-en,,
7569,মুখতোড় জবাব,সমান প্রত্যুত্তর,"Tit for tat', 'Quick comeback",,HIGH,False,bn-en,,
7570,মুখ তুলতে না পারা,লজ্জাজনিত কারণে সঙ্কুচিত হওয়া,Hang one's head in shame,,HIGH,False,bn-en,,
7571,মুখ তুলতে না পারা,লজ্জাজনিত কারণে সঙ্কুচিত হওয়া,Not able to show one's face,,HIGH,False,bn-en,0.5616962909698486,0.7710066437721252
7572,মুখ তুলে চাওয়া,অনুগ্রহ করা; প্রসন্ন হওয়া,"look with favor', 'smile upon",,HIGH,False,bn-en,,
7573,মুখ রাখা,সম্মান বজায় রাখা,"Save face', ""Keep one's dignity",,HIGH,False,bn-en,,
7574,মুখ থুবড়ে পড়া,হুমড়ি খেয়ে পড়া,"Fall flat on one's face"", 'Bite the dust",,HIGH,False,bn-en,,
7575,মুখ থেঁতো করা,লজ্জা দিয়ে বা প্রহার করে বাক্রোধ করে দেওয়া,"Shut someone up', 'Put someone in their place', 'Slap down",,HIGH,False,bn-en,,
7576,মুখ দেখা,বিবাহের পূর্বে বর বা কনেকে আশীর্বাদের জন্য দেখা; বিয়েতে পাত্রীর মুখ দেখে টাকা বা অলঙ্কার প্রদান করা,Marrying down,Marriage of a groom from a higher caste with a bride from a lower caste,MEDIUM,False,bn-en,0.1029074639081955,0.3123038411140442
7577,মুখ দেখাতে না পারা,লজ্জিত হওয়া,"can't show one's face"", 'hide in shame",,HIGH,False,bn-en,,
7578,মুখ দেখানো,নিজেকে উপস্থিত দেখানো,"Show one's face"", 'Put in an appearance",,HIGH,False,bn-en,,
7579,মুখ না শামুক,মুখে অশ্লীল কথাবার্তা,"foul-mouthed', 'potty mouth', 'dirty talk",,HIGH,False,bn-en,,
7580,মুখ নাড়া,তর্জন গর্জন করা,to wag one's finger,,HIGH,False,bn-en,0.5784536600112915,0.5235658884048462
7581,মুখ নাড়া,তর্জন গর্জন করা,to shake one's fist,,HIGH,False,bn-en,0.4947839081287384,0.517655611038208
7582,মুখপত্র,ভূমিকা; প্রস্তাবনা,"foreword', 'prologue",,HIGH,False,bn-en,,
7583,মুখপাত্র,"অগ্রণী, প্রতিনিধি; কোনো ব্যক্তি বা প্রতিষ্ঠানের প্রতিনিধিরূপে যিনি কথা বলেন","spokesperson', 'mouthpiece', 'frontman",,HIGH,False,bn-en,,
7584,মুখপোড়া,গালিবিশেষ,"ugly as sin', 'monkey-faced",,HIGH,False,bn-en,,
7585,মুখপোড়া বাঁদর,চারিদিকে বিঘ্নসৃষ্টিকারী ব্যক্তি,"troublemaker', 'mischief-maker', 'spoilsport",,HIGH,False,bn-en,,
7586,মুখ পোড়ানো,নিজের ক্ষতি করা; সম্মানহানি করা,"Lose face', 'Shoot oneself in the foot",,HIGH,False,bn-en,,
7587,মুখ ফসকানো,অসতর্কতাবশত বলে ফেলা,"slip of the tongue', 'let the cat out of the bag', 'blurt out",,HIGH,False,bn-en,,
7588,মুখ ফেরানো,"অসন্তুষ্ট, বিরূপ ইত্যাদি হওয়া, ভাগ্যমন্দ","turn one's back on"", 'fortune has turned its back",,HIGH,False,bn-en,,
7589,মুখ ফোটা,মুখ থেকে বোল বার হওয়া,find one's voice,,HIGH,False,bn-en,0.33350813388824463,0.48470020294189453
7590,মুখ ফোটা,মুখ থেকে বোল বার হওয়া,break one's silence,,HIGH,False,bn-en,0.4632045030593872,0.4632612466812134
7591,মুখ ফুটে বলা,সাহস করে কিছু বলা,"to speak one's mind"", 'to blurt out', 'to come clean",,HIGH,False,bn-en,,
7592,মুখফোড়,দুর্মুখ; কাটা কাটা বলে; বাজে কথা বলে,"foul-mouthed', 'sharp-tongued', 'potty-mouthed",,HIGH,False,bn-en,,
7593,মুখফোড়া,স্পষ্টবক্তা; স্পষ্টবাদী; হক-কথা বলে এমন,"Calls a spade a spade', 'Straight shooter', 'Blunt as a hammer",,HIGH,False,bn-en,,
7594,মুখ ফোলানো,মুখ গোমড়া করা,"to pout', 'to sulk', 'to make a long face",,HIGH,False,bn-en,,
7595,মুখ বদলানো,স্বাদ বদলানো,"variety is the spice of life', 'change things up",,HIGH,False,bn-en,,
7596,মুখবন্ধ,"অবতারণা, উপক্রমণিকা, গৌরচন্দ্রিকা, ভূমিকা, প্রস্তাবনা, সূচনা","preface', 'foreword', 'prologue",,HIGH,False,bn-en,,
7597,মুখ বন্ধ রাখা,"কথা না বলা; চুপ, নীরব বা মৌন থাকা",Keep one's mouth shut,,HIGH,False,bn-en,0.9251281023025513,0.8077735900878906
7598,মুখ বন্ধ রাখা,"কথা না বলা; চুপ, নীরব বা মৌন থাকা",Hold one's tongue,,HIGH,False,bn-en,,
7599,মুখ বন্ধ রাখা,"কথা না বলা; চুপ, নীরব বা মৌন থাকা",Button one's lip,,HIGH,False,bn-en,,
7600,মুখ বুজে থাকা,চুপ করে থাকা বা কথা না বলা,"Keep one's mouth shut"", ""Hold one's tongue"", 'Keep mum",,HIGH,False,bn-en,,
7601,মুখ বাঁকানো,"অপ্রসন্ন হওয়, উপেক্ষা করা, বিরক্তি প্রকাশ করা","to make a face', ""to turn up one's nose"", 'to pout",,HIGH,False,bn-en,,
7602,মুখ ব্যাদান করা,বড় করে হা করা,"To gape', ""To yawn one's head off",,HIGH,False,bn-en,,
7603,মুখভঙ্গি,মনোভাবব্যঞ্জক মুখের নানা বিন্যাস,"make a face', 'grimace', 'pull a face",,HIGH,False,bn-en,,
7604,মুখভঙ্গী করা,মুখবিকৃতি করা,"make a face', 'pull a face', 'grimace",,HIGH,False,bn-en,,
7605,মুখ ভার করা,অভিমান করা,"to pull a long face', 'to pout",,HIGH,False,bn-en,,
7606,মুখমণ্ডল,"আনন, বদন, কপাল থেকে চিবুক সম্পর্কিত মস্ত মুখ","face', 'countenance",,HIGH,False,bn-en,,
7607,মুখ মধু,মিষ্টি কথা,"honeyed words', 'sweet talk",,HIGH,False,bn-en,,
7608,মুখ মারা,অতিরিক্ত ঘি-যুক্ত মিষ্টি খাবার খেয়ে আহারে অরুচি জন্মানো,"cloyed with sweetness', 'sick of the sight of food', 'too much of a good thing",,HIGH,False,bn-en,,
7609,মুখমারুত,"ফুঁ, ফুৎকার","to pooh-pooh', 'to blow off",,HIGH,False,bn-en,,
7610,মুখ মিঠে,স্পষ্ট কিন্তু প্রিয়বাদী; মিষ্টভাষী,"Silver-tongued', 'Sweet-talking",,HIGH,False,bn-en,,
7611,মুখ মোড়া,অসন্তোষ প্রকাশ করা,"to pout', 'to sulk', ""to turn one's face away",,HIGH,False,bn-en,,
7612,মুখ রক্ষা করা,সম্মান বা মর্যাদা বজায় রাখা,Save face,,HIGH,False,bn-en,,
7613,মুখরুচি,মুখের সৌন্দর্য বা শোভা,"Pretty face', 'Facial allure",,HIGH,False,bn-en,,
7614,মুখরোচক,সুস্বাদু,"Mouth-watering', 'Tasty",,HIGH,False,bn-en,,
7615,মুখ লাগা,কুটকুট করা,"to nag at someone', ""to get on one's nerves",,HIGH,False,bn-en,,
7616,মুখ লাল করা/হওয়া,ক্রোধে বা লজ্জায় মুখমণ্ডল লাল করা বা হওয়া,"Blush with shame', 'Turn red with anger', 'See red",,HIGH,False,bn-en,,
7617,মুখ লুকানো,সামনে না যাওয়া,hide one's face in shame,,HIGH,False,bn-en,0.6509519219398499,0.7504441738128662
7618,মুখ লুকানো,সামনে না যাওয়া,not show one's face,,HIGH,False,bn-en,0.6798962354660034,0.5698217153549194
7619,মুখ শুকানো,ম্লান হওয়া,"to turn pale', 'to look crestfallen",,HIGH,False,bn-en,,
7620,মুখ শুকিয়ে আমশি,"ভয়, ব্যাধি, উদ্বেগ ইত্যাদি কারণে মুখ বিবর্ণ/বিরস/বিশীর্ণ","pale as a ghost', 'face as white as a sheet",,HIGH,False,bn-en,,
7621,মুখশুদ্ধি,মুখের দুর্গন্ধনাশক দ্রব্য,"breath freshener', 'mouthwash",,HIGH,False,bn-en,,
7622,মুখসর্বস্ব কাঁঠাল কুসি,যে কাজের বড়াই করে কিন্তু কাজে কিছু করে না,"All talk and no action', ""Talk the talk but doesn't walk the walk"", 'Big fish in a small pond (boaster)",,HIGH,False,bn-en,,
7623,মুখসাট,ধমক,"give someone a piece of one's mind"", 'read the riot act",,HIGH,False,bn-en,,
7624,মুখসাপট,বাকচাতুর্য; অহংকৃত উক্তি,"silver-tongued', 'smooth talker', 'full of boast",,HIGH,False,bn-en,,
7625,মুখ সামলানো,সতর্ক হয়ে কথা বলা,"Watch your mouth', 'Hold your tongue', 'Mind your words",,HIGH,False,bn-en,,
7626,মুখ সিটকানো,"ঘৃণা, বিতৃষ্ণা প্রভৃতি কারণে মুখ বিকৃত করা","make a face', 'grimace', ""turn up one's nose",,HIGH,False,bn-en,,
7627,মুখ সেলাই করা,মৌন বা নির্বাক থাকতে বাধ্য করা,"Button your lip', 'Zip your mouth', 'Hold your tongue",,HIGH,False,bn-en,,
7628,মুখ হওয়া,তর্কবিতর্ক তরহা চোপরা করার প্রকৃতি হওয়া,"to clam up', 'to shut down the conversation",,HIGH,False,bn-en,,
7629,মুখস্থ,স্মৃতিতে ধরা আছে,"by heart', 'learn by rote",,HIGH,False,bn-en,,
7630,মুখাগ্নি,দাহকালে শবের মুখে আগুন দেওয়া,"putting the cart before the horse', 'doing something backwards",,HIGH,False,bn-en,,
7631,মুখাপেক্ষা,পরের অনুগ্রহের বা সাহায্যের আশা; পরের উপর ভরসা,"depending on the kindness of strangers', 'waiting for handouts",,HIGH,False,bn-en,,
7632,মুখাপেক্ষী,অন্যের সাহায্যের উপর নির্ভরশীল,"At the mercy of others', 'Looking to others for a handout",,HIGH,False,bn-en,,
7633,মুখামৃত,মিষ্টি কথা,"sweet talk', 'honeyed words",,HIGH,False,bn-en,,
7634,মুখে আগুন,মৃত্যু কামনা করে তিরস্কার- গ্রাম্যগালি,"Drop dead', 'Go to hell",,HIGH,False,bn-en,,
7635,মুখে আনা,উচ্চারণ করা; বলা,"bring up (in conversation)', 'put into words",,HIGH,False,bn-en,,
7636,মুখে আসা,বলার ইচ্ছা হওয়া,"on the tip of one's tongue"", 'itching to say",,HIGH,False,bn-en,,
7637,মুখে কুলুপ আটা,"লিছু না বলা, নিশ্চুপ থাকা","Keep your mouth shut', 'Hold your tongue",,HIGH,False,bn-en,,
7638,মুখে চূণকালি দেওয়া,অপদস্থ বা কলঙ্কিত করা/হওয়া; কলঙ্কে ভরে যাওয়া,"blacken one's name"", 'drag through the mud', ""tarnish one's reputation",,HIGH,False,bn-en,,
7639,মুখে জল আসা,অম্লাদির স্পর্শে মুখে লালার সঞ্চার হওয়া,"Mouth-watering', ""Makes one's mouth water",,HIGH,False,bn-en,,
7640,মুখে জল দেওয়া,উপবাস ভঙ্গ করা,break one's fast,,HIGH,False,bn-en,0.4620223045349121,0.33959731459617615
7641,মুখে ঝামা ঘষা,অপদস্থ করা; সম্মানহানি করা,"to drag through the mud', 'to humiliate publicly', ""to blacken one's name",,HIGH,False,bn-en,,
7642,মুখে তালা দেওয়া,কিছু বলতে না দেওয়া,"Hold your tongue', 'Button your lip', 'Zip your lips",,HIGH,False,bn-en,,
7643,মুখে দড়,বাকপটু,"Silver tongue', 'Gift of the gab",,HIGH,False,bn-en,,
7644,মুখে দুধের গন্ধ,অল্পবয়স,wet behind the ears,,HIGH,False,bn-en,,
7645,মুখে দেওয়া,খাওয়া,"grab a bite', 'have something to eat",,HIGH,False,bn-en,,
7646,মুখে ধান শুকানো,অনর্গল কথা বলা; চড়বড় করে কথা বলা,"To talk a blue streak', 'To run off at the mouth",,HIGH,False,bn-en,,
7647,মুখে ফুলচন্দন পড়া,সুসংবাদের জন্য ধন্যবাদ জানান,"Bless your heart', 'Good tidings to you",,HIGH,False,bn-en,,
7648,মুখে ভাত,অন্নপ্রাশন,First bite of solids,,HIGH,False,bn-en,0.5216494202613831,0.16078343987464905
7649,মুখে মধু অন্তরে বিষ,বাইরে বন্ধুত্ব ভিতরে কপটতা,"Honey on the lips, poison in the heart', ""Wolf in sheep's clothing",,HIGH,False,bn-en,,
7650,মুখে মারিতং জগৎ,লম্বা চওড়া বুলি,"All talk and no action', 'Big mouth', 'Full of hot air",,HIGH,False,bn-en,,
7651,মুখে মুখে,খাতাকলম ছাড়া,"by word of mouth', 'off the cuff",,HIGH,False,bn-en,,
7652,মুখে মুখে কথা বলা,মুখের উপর জবাব দেয়; তর্ক-বিতর্ক করা,"Talk back', 'Answer back', 'Give lip",,HIGH,False,bn-en,,
7653,মুখে রাম নাম বগলে ছুরি,মুখে ধর্মকথা মনে কুটিল চিন্তা,"Wolf in sheep's clothing"", 'Holier-than-thou attitude",,HIGH,False,bn-en,,
7654,মুখে লাগাম,সংযত বাক,hold one's tongue,,HIGH,False,bn-en,0.7666555643081665,0.5446101427078247
7655,মুখে লাগাম,সংযত বাক,bite one's tongue,,HIGH,False,bn-en,0.7678266763687134,0.5653437376022339
7656,মুখে লাগাম,সংযত বাক,put a bridle on one's words,,HIGH,False,bn-en,0.614130973815918,0.5152859091758728
7657,মুখে লেগে থাকা,জিভে স্বাদ লেগে থাকা,"leave a lasting impression', 'the flavor lingers",,HIGH,False,bn-en,,
7658,মুখে হরি বল হাতে কাজ কর,সংসারে থাকলে সংসারের কাজ কর সাথে ঈশ্বর ভজনাও কর,"Work is worship', 'Faith without works is dead",,HIGH,False,bn-en,,
7659,মুখে হরি বলে হাতে চুরি করে,ভগবানের নাম জপ করে অন্যায় বা দুষ্কর্ম করা,"Holier-than-thou', 'Pious fraud",,HIGH,False,bn-en,,
7660,মুখে হাসি ফোটা,নীরব হাসির ভাব,"A smile plays on one's lips"", 'A faint smile crosses the face",,HIGH,False,bn-en,,
7661,মুখের উপর,সঙ্গেসঙ্গে,"right away', 'on the spot', 'immediately",,HIGH,False,bn-en,,
7662,মুখের উপর কথা বলা,চোখে চোখ রেখে কথা বলা,"look someone in the eye', 'face to face confrontation', 'eyeball to eyeball",,HIGH,False,bn-en,,
7663,মুখের উপর চোপা,বাচালতা করা; তর্ক-বিতর্ক করা,"To run off at the mouth', 'To have a big mouth",,HIGH,False,bn-en,,
7664,মুখের কথা,কথামাত্র সার; কাজের কথা নয়,"All talk and no action', 'Talk is cheap', 'Empty words",,HIGH,False,bn-en,,
7665,মুখের কথা খসানো,মুখ ফুটে বলার অনুরূপ,"Let slip', 'Spill the beans', 'Slip of the tongue",,HIGH,False,bn-en,,
7666,মুখের জোর,অনর্গল কথা; বাক্যস্রোত; বক্তৃতা করার ক্ষমতা,"Gift of the gab', 'Silver tongue",,HIGH,False,bn-en,,
7667,মুখের ভয়ে,তিরস্কারের বা গঞ্জনার ভয়ে,"out of fear of one's life"", 'to avoid getting told off",,HIGH,False,bn-en,,
7668,মুখের মত,যথোপযুক্ত,"tit for tat', 'fitting response', 'spot on",,HIGH,False,bn-en,,
7669,মুখোমুখি,পরস্পর সম্মুখীন; সমক্ষে,"face to face', 'head-on",,HIGH,False,bn-en,,
7670,মুখোশ,কপটতা,"put on a false face', 'wear a mask",,HIGH,False,bn-en,,
7671,মুখোশ খোলা,স্বরূপ উৎঘাটিত করা,"Take off the mask', 'Unmask', 'Let the cat out of the bag",,HIGH,False,bn-en,,
7672,মুঘলাই কায়দা,আড়ম্বরপূর্ণ আচরণ,"Putting on airs', 'Highfalutin manner",,HIGH,False,bn-en,,
7673,মুঠোয় পাওয়া,"অধিকার, দখল, সম্পূর্ণ আয়ত্তাধীন","In one's pocket"", ""Under one's thumb"", 'To have a firm grip on",,HIGH,False,bn-en,,
7674,মুঠোমুঠো,প্রচুর পরিমাণে,"Hand over fist', 'By the handful",,HIGH,False,bn-en,,
7675,মুড়া কোদালে দিঘি কাটা,"অল্প পরিশ্রমে বিরাট কাজ, অসাধ্যসাধন, উচ্চাশা","Biting off more than one can chew', 'Building castles in the air', 'Emptying the ocean with a teaspoon",,HIGH,False,bn-en,,
7676,মুড়ি-মুড়কি,সাধারণ বা নিতান্ত অকিঞ্চিৎকর ভোজ্যদ্রব্য,"peanuts', 'small potatoes",,HIGH,False,bn-en,,
7677,মুড়ি-মুড়কির একদর,দুইয়ের পার্থক্য বোঝার বুদ্ধি নেই; সমতুল্য- কাঁচে কাঞ্চনে সমান,"Six of one and half a dozen of the other', 'Potayto, potahto",,HIGH,False,bn-en,,
7678,মুড়ি-মুড়কির মত,প্রচুর পরিমাণে,"in abundance', 'a dime a dozen",,HIGH,False,bn-en,,
7679,মুণ্ড ঘুরে যাওয়া,ভয়ে ভাবনায় হতবুদ্ধি হয়ে পড়া,"Head spinning', 'Mind going blank', 'Dazed and confused",,HIGH,False,bn-en,,
7680,মুণ্ডু ঘুরে যাওয়া,কারো রূপে মুগ্ধ হওয়া,"Head over heels', ""Swept off one's feet"", 'Bowled over",,HIGH,False,bn-en,,
7681,মুণ্ডপাত,"অভিশাপ, কঠোর তিরস্কার","Damn you', 'A pox on you",,HIGH,False,bn-en,,
7682,মুণ্ডহীন মুরগী,দিশেহারা ব্যক্তি,Like a headless chicken,,HIGH,False,bn-en,0.5826182961463928,0.6193909645080566
7683,মুদ্রাদোষ,"ব্যক্তির বিভিন্ন অঙ্গভঙ্গি, বাচনভঙ্গি, আচরণ, চালচলনের দৃষ্টি/শ্রুতিকটু পুনরাবৃত্তি করার কুঅভ্যাস","aping someone's quirks"", 'taking the mickey out of mannerisms', ""mocking someone's tics",,HIGH,False,bn-en,,
7684,মুরগী ড্রেসিং,ছাল ছাড়িয়ে নেওয়া,"To skin someone alive', 'To fleece someone",,HIGH,False,bn-en,,
7685,মুরগী বানানো,বোকা বানানো; নানাভাবে বিপর্যস্ত করা,"To take someone for a ride', 'To fleece someone', ""To pull the wool over someone's eyes",,HIGH,False,bn-en,,
7686,মুরগি পোষা ভালোবাসা,স্বার্থপূর্ণ ভালোবাসা,"Love with ulterior motives', 'Fair-weather affection",,HIGH,False,bn-en,,
7687,মোরগের লড়াই,সমানে সমানে প্রতিদ্বন্দ্বিতা,"Dog-eat-dog competition', 'A battle of equals",,HIGH,False,bn-en,,
7688,মুশকিল আসান,"নিস্কৃতি, সমস্যার নিস্পত্তি, বিপদ থেকে মুক্তি","Out of the woods', 'Safe and sound",,HIGH,False,bn-en,,
7689,মুষ্টিমেয় কয়েকজন,অল্পসংখ্যক,"A handful of people', 'A few",,HIGH,False,bn-en,,
7690,মুষ্টিযোগ,টোটকা; দ্রুত ফলদানকারী ঔষধ,"quick fix', 'patent medicine",,HIGH,False,bn-en,,
7691,মুসলমানের মুরগি পোষা,কৃত্রিম দরদ; স্বার্থের কারণে ভালবাসা; স্বার্থসাধনের জন্য আদরযত্ন করা,"Butter someone up', 'Fair-weather friend', 'Crocodile tears",,HIGH,False,bn-en,,
7692,মূর্খ-পণ্ডিত,পণ্ডিত অথচ ব্যবহারিক জ্ঞানশূন্য,"Book smart but not street smart', 'Ivory tower intellectual",,HIGH,False,bn-en,,
7693,মূর্খের স্বর্গ,বোকার সুখকল্পনা; বোকার কল্পিত সুখরাজ্য,Fool's paradise,,HIGH,False,bn-en,0.6006301045417786,0.7142844796180725
7694,মূলেই গলদ,শুরুতেই ভুল বা ত্রুটি,"Starting on the wrong foot', 'Off to a bad start', 'Biting the dust from the outset",,HIGH,False,bn-en,,
7695,মৃদুমন্দ,অত্যন্ত ধীরগতি,"at a snail's pace"", 'slow as molasses",,HIGH,False,bn-en,,
7696,মেঘ না চাইতেই জল,অপ্রত্যাশিত সুযোগ; আশার অতিরিক্ত লাভ,"Manna from heaven', 'Windfall profit",,HIGH,False,bn-en,,
7697,মেঘভাঙা রদ্দুর,জ্বালাধরানো তীব্র ঝলসানো রৌদ্র,"blazing sun', 'scorching heat",,HIGH,False,bn-en,,
7698,মেঘে মেঘে বেলা হওয়া,চেহারা দেখে বোঝা না গেলেও আসলে বয়স হয়েছে,"Looking younger than one's years"", 'Youthful facade hiding old age",,HIGH,False,bn-en,,
7699,মাছের হাট,তুচ্ছ বিষয়ে হট্টগোল বা কোলাহলময় পরিবেশ,"Much ado about nothing', 'Like a fish market (chaotic and noisy)",,HIGH,False,bn-en,,
7700,মেজাজ খাট্টা,প্রচণ্ড ক্ষেপে আছে এমন,"In a sour mood', 'Out of sorts', 'Bad-tempered",,HIGH,False,bn-en,,
7701,মেজাজ দেখানো,রেগে যাওয়া,"lose one's temper"", ""blow one's top"", 'fly off the handle",,HIGH,False,bn-en,,
7702,মেজে ঘষে সুন্দরী,নকল বা মেকি সুন্দরী,"Painted beauty', 'All dolled up",,HIGH,False,bn-en,,
7703,মেড়া,পরের বুদ্ধিতে চালিত ভেড়ার মতো মূর্খ ও নির্বোধ ব্যক্তি,"Blind follower', 'Like a sheep led to slaughter",,HIGH,False,bn-en,,
7704,মেনিমুখো,ভীতু/মুখচোরা/লাজুকপ্রকৃতির লোক,"shrinking violet', 'wallflower', 'quiet as a mouse",,HIGH,False,bn-en,,
7705,মেমসাহেব,মেমের মতো চালচলনযুক্তা নারী,"airs and graces', 'acting ladylike",,HIGH,False,bn-en,,
7706,মেরুদণ্ডহীন,ব্যক্তিত্বহীন,"spineless', 'no backbone', 'gutless",,HIGH,False,bn-en,,
7707,মেরি জান,প্রিয়তমা; প্রেয়সী নারী; বধুর প্রতি প্রিয় সম্ভাষণ,"My darling', 'My love', 'Sweetheart",,HIGH,False,bn-en,,
7708,মেরে হাড় গুঁড়ো করা,"চলনশক্তি রহিত করা, প্রচণ্ড প্রহার করা","Beat to a pulp', ""Break every bone in one's body"", 'Beat the living daylights out of someone",,HIGH,False,bn-en,,
7709,মারকাটে,কঠোরভাবে দরদাম করা বা সুদক্ষতার সাথে লেনদেন করা,"drive a hard bargain', 'haggle over the price",,HIGH,False,bn-en,,
7710,মেরেকেটে,"অন্ততপক্ষে, কাটাকুটি করা সত্ত্বেও, বড়জোর","give or take', 'more or less', 'at the very least",,HIGH,False,bn-en,,
7711,মেরে দেওয়া,"আত্মসাৎ করা, চুরি করা","to pocket', 'to swipe', 'to rip off",,HIGH,False,bn-en,,
7712,মেরুকরণ,স্পষ্টভাবে দুই শিবিরে বিভক্ত হওয়া,"Polarization', 'Divide and conquer', 'Us vs. them",,HIGH,False,bn-en,,
7713,মেলামেশা,একার্থক যুগ্মশব্দ; ঘনিষ্টতা; পরস্পর দেখা সাক্ষাৎ; মিলন; সংসর্গ,"mix and mingle', 'rub shoulders', 'socialize",,HIGH,False,bn-en,,
7714,মেষশাবক,নির্দোষ শিশু,"innocent as a lamb', 'lamb to the slaughter",,HIGH,False,bn-en,,
7715,মোচড় মারা,বাগে পেয়ে চাপ দেওয়া,"Arm-twisting', 'Putting the screws on",,HIGH,False,bn-en,,
7716,মোটকথা,"ফলকথা, সার বক্তব্য, মোটামুটি বক্তব্য যা দাঁড়ালো তাই। সার সংক্ষেপ, সংক্ষেপে","In a nutshell', 'To sum up', 'The bottom line",,HIGH,False,bn-en,,
7717,মোটঘাট,মালপত্র,"baggage', 'luggage",,HIGH,False,bn-en,,
7718,মোটমাট,"সর্বসমেত, স্থূল হিসাবে","more or less', 'by and large', 'in toto",,HIGH,False,bn-en,,
7719,মোটা কথা,স্থূল কথাবার্তা,"foul language', 'coarse speech",,HIGH,False,bn-en,,
7720,মোটা গলা,গম্ভীর/ভারী গলা,"deep voice', 'booming voice",,HIGH,False,bn-en,,
7721,মোটা ভাত মোটা কাপড়,অতি সাধারণ জীবনযাত্রা,"Living a simple life', 'Roughing it",,HIGH,False,bn-en,,
7722,মোটা মাহিনা,উচ্চ বেতন,"Fat salary', 'Big bucks",,HIGH,False,bn-en,,
7723,মোটামুটি,মোটের উপর; সর্বসমেত; স্থূল হিসাবে,"more or less', 'roughly speaking', 'by and large",,HIGH,False,bn-en,,
7724,মোটাসোটা,"ভারী শরীর; স্বাস্থ্যবান, সন্তোষজনক পুষ্টিযুক্ত","plump and healthy', 'well-fed', 'hale and hearty",,HIGH,False,bn-en,,
7725,মোটেই না,"আদৌ না, একেবারেই সত্য নয়","Not at all', 'By no means', 'Far from it",,HIGH,False,bn-en,,
7726,মোড়ামুড়ি,অনেক দর কষাকষি,"Drive a hard bargain', 'Haggle over the price', 'Beat down the price",,HIGH,False,bn-en,,
7727,মোমের পুতুল,"অল্প পরিশ্রমে কাতর হয়ে পড়ে, এমন ব্যক্তি","melts under pressure', ""can't handle the heat",,HIGH,False,bn-en,,
7728,মোসাহেব,খোশামুদে; চাটুকার; চামচে; তোষামোদকারী পার্শ্বচর; মনঃতুষ্টকারী,"yes-man', 'bootlicker', 'toady",,HIGH,False,bn-en,,
7729,মৌখিকবন্ধু,কৃত্রিমবন্ধু,"Fair-weather friend', 'False friend",,HIGH,False,bn-en,,
7730,মৌচাকে ঢিল,বিপজ্জনক স্থানে আঘাত,"Hitting a nerve', 'Playing with fire",,HIGH,False,bn-en,,
7731,মৌতাৎ চড়ানো,মাদকের নেশা করা,"To get high', 'To be on drugs",,HIGH,False,bn-en,,
7732,মৌনব্রত,কথা না বলার ব্রত,"Vow of silence', ""Hold one's tongue",,HIGH,False,bn-en,,
7733,মৌরসি পাট্টা,অন্যায়ভাবে স্থায়ী অধিকার কায়েম,"Squatter's rights"", 'Adverse possession",,HIGH,False,bn-en,,
7734,ম্যাও ধরা,দায়িত্ব গ্রহণ করা,"take the bull by the horns', 'step up to the plate",,HIGH,False,bn-en,,
7735,মেয়াদ মেরে যাওয়া,অকর্মণ্য বা উৎসাহহীন হয়ে পড়া,"To go stale', 'To lose steam', 'To burn out",,HIGH,False,bn-en,,
7736,যক আগলানো,কৃপণতা করা,"To pinch pennies', 'To be tight-fisted",,HIGH,False,bn-en,,
7737,যক দেওয়া,ঠকিয়ে টাকাপয়সা আদায় করা,"To fleece someone', 'To rip off', 'To take for a ride",,HIGH,False,bn-en,,
7738,যক্ষের ধন,বিদ্রুপে খুব কৃপণ লোকের ধন,Miser's hoard,,HIGH,False,bn-en,0.5608513951301575,0.47465819120407104
7739,যক্ষের ধন,বিদ্রুপে খুব কৃপণ লোকের ধন,Scrooge's fortune,,HIGH,False,bn-en,0.3459310531616211,0.47382456064224243
7740,যখন তখন,সময়-অসময় বিচার না করে; যখন ইচ্ছা হবে তখনই; যে কোনো সময়ে,"At the drop of a hat', 'Anytime', 'Whenever you want",,HIGH,False,bn-en,,
7741,যখন তখন অবস্থা,মুমূর্ষু; যেকোনো সময় মৃত্যু হতে পারে,"On one's last legs"", ""At death's door"", 'Living on borrowed time",,HIGH,False,bn-en,,
