model,idiom,language,cluster
XLM-R,to paint a bleak picture,English,35
XLM-R,to throw someone into the dark,English,35
XLM-R,Pulling the strings,English,45
XLM-R,Working behind the scenes,English,35
XLM-R,to be held in high regard,English,35
XLM-R,to get one's due respect,English,7
XLM-R,to command attention,English,47
XLM-R,tricks of the trade,English,45
XLM-R,cunning ploy,English,25
XLM-R,Big-hearted,English,1
XLM-R,Has a heart of gold,English,27
XLM-R,guts,English,32
XLM-R,lion-hearted,English,1
XLM-R,nerves of steel,English,48
XLM-R,Heartbroken to the point of insanity,English,37
XLM-R,Burning with grief,English,9
XLM-R,Pulling strings behind the scenes,English,37
XLM-R,Whispering in one's ear,English,7
XLM-R,Egging someone on,English,48
XLM-R,Rock the boat,English,47
XLM-R,buzz of conversation,English,48
XLM-R,murmur of the crowd,English,27
XLM-R,To take a cutting,English,18
XLM-R,To graft onto,English,48
XLM-R,Finding a needle in a haystack,English,42
XLM-R,Mission impossible,English,32
XLM-R,Like herding cats,English,9
XLM-R,white-collar job,English,1
XLM-R,desk job,English,2
XLM-R,pen pusher,English,2
XLM-R,hack writer,English,13
XLM-R,poison pen letter,English,0
XLM-R,hatchet job,English,0
XLM-R,The pen is mightier than the sword,English,37
XLM-R,Butter someone up,English,13
XLM-R,Brown-nose,English,1
XLM-R,Lay it on thick,English,9
XLM-R,A big family tree,English,29
XLM-R,Numerous offspring,English,0
XLM-R,din,English,46
XLM-R,Sweet as a bird's song,English,7
XLM-R,The cuckoo's call,English,38
XLM-R,pull a fast one,English,13
XLM-R,nothing doing,English,32
XLM-R,Looking for a needle in a haystack,English,42
XLM-R,Searching for a black cat in a dark room,English,37
XLM-R,To draw a blank,English,18
XLM-R,To be at a loss for words,English,35
XLM-R,with cunning artifice,English,13
XLM-R,Monkey around (playful insult implying foolishness),English,22
XLM-R,You're an ape (derogatory term for someone silly or primitive),English,42
XLM-R,Twiddle your thumbs,English,29
XLM-R,Sit on your hands,English,18
XLM-R,Lick your wounds,English,35
XLM-R,Drop dead,English,10
XLM-R,Kick the bucket,English,48
XLM-R,Birdbrain,English,2
XLM-R,Tie the knot,English,47
XLM-R,Walk down the aisle,English,37
XLM-R,to turn a blind eye,English,37
XLM-R,to brush off,English,47
XLM-R,To give someone the slip,English,18
XLM-R,To thumb one's nose,English,7
XLM-R,To pull a fast one,English,9
XLM-R,flashing one's privates,English,38
XLM-R,mooning,English,0
XLM-R,A shot in the dark,English,45
XLM-R,a wild goose chase,English,21
XLM-R,go to hell,English,48
XLM-R,Wallflower (for someone overly reserved),English,22
XLM-R,Behind the times (for outdated customs),English,37
XLM-R,shrinking violet,English,13
XLM-R,wallflower,English,10
XLM-R,barking up the wrong tree,English,27
XLM-R,go to waste,English,48
XLM-R,be in vain,English,0
XLM-R,amount to zilch,English,21
XLM-R,To get the red carpet treatment,English,35
XLM-R,To be given pride of place,English,35
XLM-R,In the bloom of youth,English,27
XLM-R,Spring chicken,English,32
XLM-R,Dark Ages,English,21
XLM-R,End times,English,46
XLM-R,Shooting in the dark,English,35
XLM-R,heart (as in 'heartache'),English,22
XLM-R,gut feeling (metaphorical inner emotion),English,22
XLM-R,Heartburn of grief,English,32
XLM-R,Burning with sorrow,English,29
XLM-R,gutsy,English,10
XLM-R,Have a lot of guts,English,35
XLM-R,Full of bravery,English,48
XLM-R,spring cleaning,English,32
XLM-R,giving a fresh coat of paint,English,37
XLM-R,The devil incarnate,English,27
XLM-R,A monster in human form,English,35
XLM-R,Dead shot,English,32
XLM-R,Hit the bullseye,English,27
XLM-R,ladies' man,English,2
XLM-R,rake,English,10
XLM-R,libertine,English,32
XLM-R,Casanova,English,32
XLM-R,Womanizer,English,49
XLM-R,"like father, like son (in a negative sense)",English,22
XLM-R,chip off the old block (derogatory),English,22
XLM-R,In the dark,English,47
XLM-R,Clueless,English,2
XLM-R,Out of the loop,English,48
XLM-R,Eats like a horse,English,18
XLM-R,A bottomless pit,English,5
XLM-R,Pious fraud,English,0
XLM-R,Spendthrift wife,English,13
XLM-R,Vanity over necessity,English,15
XLM-R,The calm before the storm,English,45
XLM-R,beast of burden,English,48
XLM-R,workhorse,English,2
XLM-R,donkey's work,English,38
XLM-R,fall into a trap,English,47
XLM-R,walk into a snare,English,27
XLM-R,stuck in a rut,English,27
XLM-R,nine-to-five grind,English,9
XLM-R,body,English,46
XLM-R,physical form,English,47
XLM-R,before one's time,English,16
XLM-R,cut down in one's prime,English,7
XLM-R,left out in the cold,English,35
XLM-R,stranded without shelter,English,15
XLM-R,Fickle as the weather,English,48
XLM-R,Blow hot and cold,English,15
XLM-R,A thorn in one's side,English,7
XLM-R,To have a bad hair day,English,29
XLM-R,a fairy godmother,English,15
XLM-R,a genie who grants wishes,English,29
XLM-R,land of make-believe,English,9
XLM-R,fantasy world,English,32
XLM-R,needle in a haystack,English,29
XLM-R,Like a bee to honey,English,18
XLM-R,Drawn to sweetness like a moth to a flame,English,42
XLM-R,The chickens come home to roost,English,37
XLM-R,full of vim and vigor,English,27
XLM-R,has a lot of get-up-and-go,English,33
XLM-R,itching for revenge,English,21
XLM-R,The last straw that breaks the camel's back,English,33
XLM-R,Burning the candle at both ends,English,37
XLM-R,Groping in the dark,English,27
XLM-R,Flying blind,English,2
XLM-R,Haggling,English,0
XLM-R,Bargaining back and forth,English,37
XLM-R,Tug of war,English,2
XLM-R,Pure as gold,English,2
XLM-R,The real McCoy,English,27
XLM-R,24-carat gold,English,13
XLM-R,against the odds,English,45
XLM-R,with great difficulty,English,45
XLM-R,small town,English,47
XLM-R,bustling suburb,English,13
XLM-R,I swear to God,English,13
XLM-R,Cross my heart,English,2
XLM-R,practice makes perfect,English,5
XLM-R,heartless butcher,English,13
XLM-R,cutthroat,English,0
XLM-R,cold-blooded killer,English,1
XLM-R,slaughterhouse,English,13
XLM-R,killing fields,English,48
XLM-R,Butchery (figurative),English,22
XLM-R,Cold-blooded actions,English,1
XLM-R,Ruthless behavior,English,48
XLM-R,fall into the wrong hands,English,45
XLM-R,at the mercy of a tyrant,English,37
XLM-R,at fault,English,32
XLM-R,guilty as charged,English,45
XLM-R,Bargain hard,English,13
XLM-R,push and shove,English,13
XLM-R,never in my life,English,45
XLM-R,at no time,English,47
XLM-R,Silver-tongued,English,1
XLM-R,speak one's mind,English,16
XLM-R,double Dutch,English,32
XLM-R,whining like a child,English,35
XLM-R,black hole,English,32
XLM-R,dungeon of despair,English,29
XLM-R,Digging one's own grave,English,38
XLM-R,Inviting trouble upon oneself,English,15
XLM-R,pain in the neck,English,18
XLM-R,raw deal,English,10
XLM-R,short end of the stick,English,27
XLM-R,lemon,English,46
XLM-R,His threats are like water off a duck's back,English,33
XLM-R,It is what it is,English,35
XLM-R,No way out,English,2
XLM-R,greens,English,32
XLM-R,fresh produce,English,32
XLM-R,rolling in dough,English,15
XLM-R,flush with cash,English,48
XLM-R,easy money,English,47
XLM-R,unearned income,English,13
XLM-R,pin money,English,2
XLM-R,Casting pearls before swine,English,29
XLM-R,Preaching to the deaf,English,35
XLM-R,trial balloon,English,0
XLM-R,preliminary negotiations,English,48
XLM-R,off-the-cuff remarks,English,1
XLM-R,amateurish work,English,0
XLM-R,botched job,English,0
XLM-R,fool's errand,English,5
XLM-R,half-baked plan,English,48
XLM-R,Trying to fit a square peg in a round hole,English,42
XLM-R,rough draft,English,10
XLM-R,work in progress,English,47
XLM-R,beta version,English,49
XLM-R,Greasy politician,English,13
XLM-R,foul-mouthed rant,English,9
XLM-R,dirty talk,English,5
XLM-R,smut,English,46
XLM-R,blue humor,English,10
XLM-R,Thankless task,English,4
XLM-R,Dirty work,English,2
XLM-R,humble abode,English,13
XLM-R,mud hut,English,0
XLM-R,thatched cottage,English,2
XLM-R,half-asleep,English,1
XLM-R,groggy,English,10
XLM-R,in a daze,English,18
XLM-R,Cold hard cash,English,2
XLM-R,Black money,English,32
XLM-R,Under-the-table cash,English,1
XLM-R,salt and pepper (hair),English,22
XLM-R,In one's salad days,English,16
XLM-R,Green youth,English,32
XLM-R,Wet market,English,32
XLM-R,Fresh produce market,English,48
XLM-R,Old before one's time,English,16
XLM-R,Wearing oneself out with worry,English,29
XLM-R,bad seed,English,5
XLM-R,"United we stand, divided we fall",English,9
XLM-R,Green mind,English,0
XLM-R,Put one's foot in it,English,16
XLM-R,Step into a hornet's nest,English,7
XLM-R,Greenhorn's wisdom,English,16
XLM-R,diamonds in the rough,English,27
XLM-R,natural sweetness,English,2
XLM-R,temporary fix,English,32
XLM-R,provisional receipt,English,9
XLM-R,child's scrawl,English,7
XLM-R,half-baked writing,English,1
XLM-R,Blind leading the blind,English,48
XLM-R,"In the land of the blind, the one-eyed man is king (in reverse context)",English,42
XLM-R,A touch of cold,English,45
XLM-R,The first sniffles,English,29
XLM-R,Pure gold,English,4
XLM-R,heart of gold,English,47
XLM-R,A body of gold,English,45
XLM-R,Unpolished gem (for natural beauty),English,22
XLM-R,green hand,English,32
XLM-R,novice,English,46
XLM-R,Amateur hour,English,32
XLM-R,Sloppy seconds,English,0
XLM-R,Rough estimate,English,13
XLM-R,Back-of-the-envelope calculation,English,22
XLM-R,Snatch defeat from the jaws of victory,English,37
XLM-R,Fumble the ball at the goal line,English,37
XLM-R,Back to square one,English,9
XLM-R,Reset to default,English,18
XLM-R,look sheepish,English,13
XLM-R,shrink in embarrassment,English,5
XLM-R,hang one's head in shame,English,7
XLM-R,Can't tell chalk from cheese,English,29
XLM-R,Six of one and half a dozen of the other,English,37
XLM-R,People who live in glass houses shouldn't throw stones,English,33
XLM-R,thorn in the flesh,English,27
XLM-R,full of pitfalls,English,48
XLM-R,living on the edge,English,47
XLM-R,under the sword of Damocles,English,37
XLM-R,Remove a thorn in one's side,English,7
XLM-R,Get rid of a nuisance,English,29
XLM-R,Put a spoke in one's wheel,English,7
XLM-R,Throw a wrench in the works,English,29
XLM-R,hair standing on end,English,48
XLM-R,get goosebumps,English,9
XLM-R,Blind faith,English,4
XLM-R,Leap of faith,English,48
XLM-R,Thorn thicket,English,13
XLM-R,Bramble jungle,English,13
XLM-R,get the creeps,English,48
XLM-R,cower in fear,English,48
XLM-R,on the dot,English,47
XLM-R,right on time,English,47
XLM-R,to the minute,English,47
XLM-R,cutting corners,English,13
XLM-R,forcing the issue,English,48
XLM-R,Stuck like glue,English,9
XLM-R,Inseparable bond,English,15
XLM-R,A unicorn,English,21
XLM-R,oxymoron,English,13
XLM-R,contradiction in terms,English,15
XLM-R,a wet blanket,English,2
XLM-R,Gilding the lily,English,27
XLM-R,Loads of money,English,45
XLM-R,Piles of cash,English,48
XLM-R,Heaps of wealth,English,27
XLM-R,Dark clouds on the horizon,English,35
XLM-R,Early signs of trouble,English,37
XLM-R,Unquestioning devotion,English,9
XLM-R,Drinking the Kool-Aid,English,29
XLM-R,Sing the blues,English,2
XLM-R,Cry on someone's shoulder,English,16
XLM-R,Whine and complain,English,48
XLM-R,Shoulder the burden,English,48
XLM-R,Bear the load,English,47
XLM-R,stand side by side,English,15
XLM-R,Looking for one's glasses while wearing them,English,33
XLM-R,Searching high and low for something right under one's nose,English,33
XLM-R,to beg from door to door,English,15
XLM-R,to take to the streets as a beggar,English,37
XLM-R,take on one's shoulders,English,16
XLM-R,How much longer?,English,47
XLM-R,Until when?,English,2
XLM-R,To what extent?,English,32
XLM-R,Who cares?,English,2
XLM-R,Beating the air,English,27
XLM-R,To tell chalk from cheese,English,15
XLM-R,To know a hawk from a handsaw,English,29
XLM-R,Turn a blind eye,English,48
XLM-R,Blind to one's faults,English,7
XLM-R,Separate the wheat from the chaff,English,37
XLM-R,Know right from wrong,English,48
XLM-R,All cats are grey in the dark,English,37
XLM-R,clear as crystal,English,2
XLM-R,clear as day,English,2
XLM-R,false dawn,English,2
XLM-R,twilight illusion,English,9
XLM-R,Sleep with one eye open,English,48
XLM-R,Catnap,English,10
XLM-R,Playing possum,English,13
XLM-R,Sleeping with one eye open,English,15
XLM-R,Pure coincidence,English,5
XLM-R,By chance,English,10
XLM-R,coincidence,English,10
XLM-R,serendipity,English,13
XLM-R,sideburns,English,2
XLM-R,quotes,English,32
XLM-R,inverted commas,English,48
XLM-R,Blind to one's own interests,English,33
XLM-R,caret mark,English,4
XLM-R,X-ed out,English,1
XLM-R,redacted,English,32
XLM-R,Cuckoo in the nest,English,9
XLM-R,Free rider,English,32
XLM-R,to bear no fruit,English,13
XLM-R,fruitless endeavor,English,9
XLM-R,Throw a bone to a dog,English,29
XLM-R,Crumbs from the master's table,English,37
XLM-R,chicken,English,46
XLM-R,scaredy-cat,English,1
XLM-R,Wise old owl,English,13
XLM-R,Long in the tooth,English,27
XLM-R,crack of dawn,English,47
XLM-R,cockcrow,English,0
XLM-R,The blind men and the elephant,English,37
XLM-R,Can't see the forest for the trees,English,33
XLM-R,sweet nothings,English,2
XLM-R,melodious warbling,English,13
XLM-R,a lick and a promise,English,18
XLM-R,a bird bath (in a hasty sense),English,22
XLM-R,What's the use?,English,45
XLM-R,Futile concern,English,0
XLM-R,Vain but irresponsible,English,9
XLM-R,sweet talk,English,32
XLM-R,coaxing,English,0
XLM-R,wheedling,English,13
XLM-R,A cuckoo in the nest,English,29
XLM-R,To get on someone's nerves,English,33
XLM-R,To pester like a fly,English,15
XLM-R,ins and outs,English,15
XLM-R,nooks and crannies,English,9
XLM-R,"Out of sight, out of mind",English,37
XLM-R,Hide one's light under a bushel (in the sense of concealing too well),English,42
XLM-R,begging and pleading,English,29
XLM-R,humble entreaty,English,13
XLM-R,paperwork,English,32
XLM-R,documents,English,46
XLM-R,In black and white,English,45
XLM-R,Put it in writing,English,35
XLM-R,In a shambles,English,21
XLM-R,Paper tiger,English,0
XLM-R,Every man for himself,English,15
XLM-R,Look after number one,English,48
XLM-R,enough is never enough,English,48
XLM-R,greed knows no bounds,English,29
XLM-R,inside scoop,English,2
XLM-R,behind the scenes,English,45
XLM-R,giving with ill grace,English,27
XLM-R,tossing a bone,English,13
XLM-R,Champagne taste on a beer budget,English,15
XLM-R,bashful expression,English,13
XLM-R,Cheek by jowl,English,13
XLM-R,Close quarters,English,2
XLM-R,neck and neck,English,29
XLM-R,on par,English,32
XLM-R,asleep at the wheel,English,45
XLM-R,letting one's guard down,English,7
XLM-R,brown-noser,English,1
XLM-R,apple-polisher,English,1
XLM-R,Cling to someone's coattails,English,7
XLM-R,Ride on coattails,English,9
XLM-R,To chicken out,English,2
XLM-R,To hug the wall,English,48
XLM-R,"In the land of the blind, the one-eyed man is king",English,42
XLM-R,side by side,English,47
XLM-R,close at hand,English,5
XLM-R,in the vicinity,English,47
XLM-R,close by,English,32
XLM-R,near at hand,English,48
XLM-R,Work someone to the bone,English,27
XLM-R,Bleed someone dry,English,0
XLM-R,line of work,English,45
XLM-R,daily grind,English,10
XLM-R,Everyday chores,English,13
XLM-R,daily chores,English,0
XLM-R,day-to-day business,English,35
XLM-R,Why bother?,English,32
XLM-R,Put to work,English,47
XLM-R,Give someone a job,English,18
XLM-R,assign a task,English,48
XLM-R,delegate duties,English,13
XLM-R,hand over work,English,46
XLM-R,crutch to lean on,English,18
XLM-R,lifesaver in distress,English,15
XLM-R,Keep an eye on the job,English,35
XLM-R,Oversee the work,English,48
XLM-R,Job hunting,English,0
XLM-R,Looking for work,English,47
XLM-R,Show one's stuff,English,38
XLM-R,Prove one's mettle,English,38
XLM-R,Looking busy,English,32
XLM-R,Feigning diligence,English,9
XLM-R,"Jack of all trades, master of none",English,37
XLM-R,Working by fits and starts,English,37
XLM-R,Fussing over trifles,English,9
XLM-R,workaholic,English,21
XLM-R,married to one's job,English,16
XLM-R,To pull off a deal,English,35
XLM-R,To finagle a situation,English,9
XLM-R,Land a job,English,2
XLM-R,making mountains out of molehills,English,37
XLM-R,creating unnecessary work,English,9
XLM-R,Partial view of the whole,English,35
XLM-R,to work out,English,47
XLM-R,to get the job done,English,35
XLM-R,mission accomplished,English,47
XLM-R,Get the job done,English,45
XLM-R,raven-haired,English,1
XLM-R,ebony-skinned,English,9
XLM-R,at loggerheads,English,21
XLM-R,bone of contention,English,48
XLM-R,Kangaroo court,English,13
XLM-R,Miscarriage of justice,English,9
XLM-R,Biased verdict,English,9
XLM-R,Put the cart before the horse,English,27
XLM-R,Guilty until proven innocent,English,13
XLM-R,Meet halfway,English,2
XLM-R,Come in handy,English,2
XLM-R,Be of use,English,47
XLM-R,therefore,English,4
XLM-R,hence,English,10
XLM-R,so,English,46
XLM-R,one's time is up,English,16
XLM-R,handy with work,English,45
XLM-R,up to the job,English,45
XLM-R,competent worker,English,15
XLM-R,to the point,English,47
XLM-R,worthwhile work,English,47
XLM-R,productive task,English,47
XLM-R,The right man for the job,English,45
XLM-R,A doer not a talker,English,29
XLM-R,fish out of water,English,45
XLM-R,square peg in a round hole,English,29
XLM-R,No end in sight,English,9
XLM-R,Endless task,English,10
XLM-R,Neither head nor tail,English,9
XLM-R,a man for the job,English,45
XLM-R,reliable worker,English,45
XLM-R,hired help,English,13
XLM-R,man of all work,English,45
XLM-R,Butter someone up when needed,English,29
XLM-R,Sudden setback,English,13
XLM-R,lose one's bread and butter,English,7
XLM-R,the well runs dry,English,48
XLM-R,Running around like a headless chicken,English,35
XLM-R,A king's ransom,English,38
XLM-R,Cost an arm and a leg,English,15
XLM-R,Pay through the nose,English,45
XLM-R,squaring up for a brawl,English,29
XLM-R,Stick in the mud,English,48
XLM-R,Heart of stone,English,48
XLM-R,blockhead,English,10
XLM-R,Trim the fat,English,47
XLM-R,Make cuts,English,2
XLM-R,whittled down to nothing,English,29
XLM-R,divided and conquered,English,15
XLM-R,reduced to scraps,English,15
XLM-R,holier-than-thou hypocrite,English,22
XLM-R,bigoted preacher,English,9
XLM-R,cut throat,English,13
XLM-R,sharp as a razor,English,21
XLM-R,On one's last legs from hunger,English,7
XLM-R,To ask for trouble,English,15
XLM-R,To shoot oneself in the foot,English,27
XLM-R,tear apart an argument,English,13
XLM-R,cut down an argument,English,48
XLM-R,kill time,English,32
XLM-R,pass the time,English,47
XLM-R,Fate is sealed,English,9
XLM-R,to spin a yarn,English,21
XLM-R,to improvise verse,English,0
XLM-R,the clouds have lifted,English,35
XLM-R,clear the air,English,47
XLM-R,leave a mark,English,47
XLM-R,make an impact,English,2
XLM-R,to miss a beat,English,18
XLM-R,to go off rhythm,English,9
XLM-R,write a check,English,47
XLM-R,Writhing in agony,English,29
XLM-R,Like a fish out of water (in distress),English,37
XLM-R,Live to eat,English,47
XLM-R,All mouth and no trousers (in excess),English,42
XLM-R,clear-cut,English,2
XLM-R,black and white,English,45
XLM-R,back and forth argument,English,27
XLM-R,rough and tumble,English,48
XLM-R,mutual destruction,English,32
XLM-R,blood feud,English,48
XLM-R,saving face,English,2
XLM-R,sweeping under the rug,English,15
XLM-R,Heavy editing,English,2
XLM-R,Butcher the text,English,48
XLM-R,Wipe the slate clean,English,29
XLM-R,squabbling,English,13
XLM-R,nitpicking,English,0
XLM-R,It's hard to make ends meet,English,33
XLM-R,Putting food on the table is no easy feat,English,37
XLM-R,Rubbing salt in the wound,English,35
XLM-R,Adding insult to injury,English,22
XLM-R,Cut out the fluff,English,35
XLM-R,Made to measure,English,47
XLM-R,Custom fit,English,49
XLM-R,dissect,English,10
XLM-R,go over with a fine-tooth comb,English,37
XLM-R,leave no stone unturned,English,5
XLM-R,cut ties,English,10
XLM-R,sever relations,English,49
XLM-R,dry as a bone,English,48
XLM-R,bone dry,English,10
XLM-R,funeral offerings,English,47
XLM-R,ancestral rites,English,13
XLM-R,go to great lengths,English,35
XLM-R,sweat and toil,English,45
XLM-R,burn the midnight oil,English,27
XLM-R,jump through hoops,English,18
XLM-R,go through a lot of red tape,English,35
XLM-R,pull out all the stops,English,35
XLM-R,Hard-headed,English,1
XLM-R,wooden puppet,English,48
XLM-R,Wooden doll,English,13
XLM-R,scorching sun,English,0
XLM-R,blistering heat,English,21
XLM-R,Every little bit helps,English,15
XLM-R,Small drops make the ocean,English,37
XLM-R,thin as a rail,English,9
XLM-R,Get the sack,English,18
XLM-R,Out of work,English,47
XLM-R,Hit the unemployment line,English,37
XLM-R,to nag,English,4
XLM-R,to hound,English,4
XLM-R,to get on one's nerves,English,16
XLM-R,The games begin,English,47
XLM-R,The festivities kick off,English,27
XLM-R,an eye for an eye,English,21
XLM-R,go toe to toe,English,48
XLM-R,clash head-on,English,13
XLM-R,Every man has his price,English,42
XLM-R,puppet on strings,English,9
XLM-R,Puppet,English,10
XLM-R,Wooden figure,English,0
XLM-R,Mannequin,English,0
XLM-R,two a penny,English,2
XLM-R,Starting to cut teeth,English,15
XLM-R,Weaning age,English,13
XLM-R,Scramble for possession,English,9
XLM-R,bells and whistles,English,29
XLM-R,full regalia of instruments,English,15
XLM-R,shenanigans,English,13
XLM-R,carryings-on,English,1
XLM-R,Common sense,English,32
XLM-R,Street smarts,English,47
XLM-R,Good judgment,English,32
XLM-R,Big fish (important or wealthy person),English,22
XLM-R,Fat cat (wealthy and influential individual),English,22
XLM-R,Big mouth,English,5
XLM-R,Loudmouth,English,21
XLM-R,in a line,English,47
XLM-R,queue up,English,2
XLM-R,long line,English,32
XLM-R,one after another,English,47
XLM-R,in single file,English,48
XLM-R,Pulling off a miracle,English,18
XLM-R,Defying the odds,English,27
XLM-R,Making pigs fly (in a positive sense),English,37
XLM-R,Teaching your grandmother to suck eggs,English,33
XLM-R,Bringing coals to Newcastle,English,29
XLM-R,Mud-slinging,English,1
XLM-R,Throwing dirt at each other,English,37
XLM-R,Make a virtue of necessity,English,37
XLM-R,good things come to those who wait,English,35
XLM-R,patience is a virtue,English,18
XLM-R,"The bigger they are, the harder they fall",English,35
XLM-R,A fallen giant,English,13
XLM-R,Mud sticks,English,48
XLM-R,Stick like glue,English,13
XLM-R,Whisper in one's ear,English,7
XLM-R,Hush-hush talk,English,9
XLM-R,talk behind one's back,English,38
XLM-R,spread rumors,English,0
XLM-R,badmouth,English,10
XLM-R,to cut someone down to size,English,29
XLM-R,to publicly humiliate,English,48
XLM-R,Outsmart someone,English,2
XLM-R,Brazen,English,10
XLM-R,lapdog,English,10
XLM-R,freeloader,English,2
XLM-R,lose face,English,2
XLM-R,die of shame,English,48
XLM-R,to kick oneself,English,48
XLM-R,to rue the day,English,47
XLM-R,Snake in the grass,English,35
XLM-R,Bad influence,English,32
XLM-R,Prick up one's ears,English,7
XLM-R,All ears,English,2
XLM-R,Ears like a bat,English,21
XLM-R,Sharp-eared,English,1
XLM-R,Always down in the dumps,English,27
XLM-R,Has a perpetual frown,English,9
XLM-R,Cheshire cat smile,English,13
XLM-R,get on someone's nerves,English,16
XLM-R,nag at someone,English,2
XLM-R,Grate on one's nerves,English,7
XLM-R,Hurt one's ears,English,38
XLM-R,Make one's ears ring,English,7
XLM-R,To be a couch potato,English,29
XLM-R,To live off one's parents,English,7
XLM-R,To sponge off someone,English,15
XLM-R,To get to the root of the matter,English,35
XLM-R,"If you touch the toe, the head reacts",English,33
XLM-R,Hurt one finger and the whole hand suffers,English,37
XLM-R,In one ear and out the other,English,37
XLM-R,give ear to,English,47
XLM-R,Loose-lipped,English,5
XLM-R,Tattletale,English,0
XLM-R,Gullible,English,49
XLM-R,"Swallow hook, line, and sinker",English,22
XLM-R,Believe everything you hear,English,29
XLM-R,Listen intently,English,2
XLM-R,to eavesdrop,English,13
XLM-R,to lend an ear,English,21
XLM-R,Windfall,English,10
XLM-R,Untimely riches,English,15
XLM-R,To throw up,English,47
XLM-R,To lose one's lunch,English,38
XLM-R,earrings,English,10
XLM-R,dangling earrings,English,9
XLM-R,Can't hear oneself think,English,16
XLM-R,Deafening silence or noise,English,29
XLM-R,ear-splitting,English,1
XLM-R,deafening,English,21
XLM-R,hoop earrings,English,0
XLM-R,Sowing discord,English,0
XLM-R,Poisoning the well,English,27
XLM-R,Driving a wedge between people,English,37
XLM-R,Poison someone's ear,English,7
XLM-R,Whisper poison in someone's ear,English,7
XLM-R,mischief-maker,English,10
XLM-R,pot-stirrer,English,13
XLM-R,badmouth someone,English,0
XLM-R,speak ill behind one's back,English,7
XLM-R,Whisper poison in one's ear,English,7
XLM-R,Financial muscle,English,4
XLM-R,Breadwinner strength,English,13
XLM-R,Loose lips sink ships,English,9
XLM-R,"A little bird told me (but negatively, implying harm)",English,42
XLM-R,to box someone's ears,English,33
XLM-R,to give someone a dressing-down,English,35
XLM-R,To come clean,English,48
XLM-R,To own up to something,English,18
XLM-R,To eat humble pie,English,15
XLM-R,To lose face,English,13
XLM-R,Learn the hard way,English,45
XLM-R,Dynamic duo,English,0
XLM-R,Inseparable brothers,English,15
XLM-R,wicked stepmother,English,29
XLM-R,evil stepmother,English,9
XLM-R,not a red cent,English,2
XLM-R,chicken feed,English,32
XLM-R,not worth a plug nickel,English,15
XLM-R,"Here today, gone tomorrow",English,15
XLM-R,bread and butter,English,45
XLM-R,daily bread,English,10
XLM-R,whispering campaign,English,48
XLM-R,word in one's ear,English,38
XLM-R,"When one door closes, another opens",English,33
XLM-R,The blind develop keener hearing,English,9
XLM-R,Empty vessels make the most noise,English,37
XLM-R,Pride goes before a fall,English,18
XLM-R,March to the beat of a different drummer,English,37
XLM-R,Take the road less traveled,English,27
XLM-R,cul-de-sac,English,1
XLM-R,Grasping at straws,English,9
XLM-R,Searching high and low in vain,English,37
XLM-R,whispered gossip,English,13
XLM-R,To listen in,English,47
XLM-R,To earwig,English,0
XLM-R,well-fed and robust,English,15
XLM-R,All hat and no cattle,English,9
XLM-R,Putting lipstick on a pig,English,29
XLM-R,play cat and mouse,English,48
XLM-R,give someone the slip,English,18
XLM-R,full to the brim,English,45
XLM-R,overflowing,English,48
XLM-R,skirt-chaser,English,1
XLM-R,philanderer,English,0
XLM-R,First-time expectant mother,English,15
XLM-R,The lesser of two evils,English,27
XLM-R,Best of a bad lot,English,18
XLM-R,turning a blind eye,English,18
XLM-R,wilfully ignorant,English,13
XLM-R,illegitimate child,English,9
XLM-R,Plug one's ears,English,38
XLM-R,Put one's fingers in one's ears,English,33
XLM-R,reach one's ears,English,16
XLM-R,Kill the goose that lays the golden eggs,English,37
XLM-R,in whispers,English,13
XLM-R,under one's breath,English,38
XLM-R,hard of hearing,English,2
XLM-R,a bit deaf,English,21
XLM-R,deafened by the noise,English,37
XLM-R,ears ringing from a loud sound,English,37
XLM-R,Block one's ears,English,38
XLM-R,Put a bug in one's ear,English,33
XLM-R,Have someone's ear,English,16
XLM-R,put a bug in someone's ear,English,33
XLM-R,poison someone's mind,English,16
XLM-R,Grating on the nerves,English,27
XLM-R,Harsh on the ears,English,35
XLM-R,Have a word in someone's ear,English,33
XLM-R,rings true,English,0
XLM-R,sounds plausible,English,0
XLM-R,famine,English,32
XLM-R,food scarcity,English,48
XLM-R,Grating on the ears,English,35
XLM-R,Nails on a chalkboard,English,29
XLM-R,Music to one's ears,English,16
XLM-R,Ring a bell,English,2
XLM-R,Stick in one's mind,English,38
XLM-R,Etched in memory,English,18
XLM-R,deaf as a post,English,21
XLM-R,Cry one's eyes out,English,38
XLM-R,Wail and lament,English,9
XLM-R,to throw a tantrum,English,18
XLM-R,to beg and plead,English,9
XLM-R,to kick up a fuss,English,35
XLM-R,Shit one's pants,English,7
XLM-R,Piss one's pants,English,7
XLM-R,clothes and all,English,22
XLM-R,"rags to riches (not exact, but apparel-related)",English,42
XLM-R,clothes and garments,English,15
XLM-R,apparel,English,32
XLM-R,Sweeping dirt under the rug,English,37
XLM-R,Hiding one's light under a bushel,English,7
XLM-R,Source of income,English,47
XLM-R,all dressed up and nowhere to go,English,37
XLM-R,clothes make the man (but he's broke),English,33
XLM-R,Chicken-hearted,English,1
XLM-R,Yellow-bellied,English,1
XLM-R,sugar daddy,English,0
XLM-R,rich patron of vice,English,48
XLM-R,empty suit,English,10
XLM-R,to throw one's weight around,English,16
