id,idiom_src,meaning_src,idiom_tgt,meaning_tgt,confidence,verified,lang_pair
6686,বিষচক্ষু,কুনজর,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
6687,বিষদাঁত,অহঙ্কার বা তেজের মূল কারণ,घर का भेदी लंका ढाए,An insider can cause the most damage; a mole destroys from within.,HIGH,False,bn-hi
6688,বিষদাঁত,অহঙ্কার বা তেজের মূল কারণ,घर का भेदी लंका ढाए,An insider can cause the most damage; a mole destroys from within.,HIGH,False,bn-hi
6689,বিষদৃষ্টি,কু নজর,ईंट का जबाब पत्थर से देना,An eye for an eye; to retaliate with full force; to give a fitting reply.,HIGH,False,bn-hi
6690,বিষনজরে পড়া,বিরাগভাজন হওয়া,दूध का दूध पानी का पानी हो जाना,The truth will surface; justice will be done and the facts will become clear.,HIGH,False,bn-hi
6691,বিষ নেই কুলোপানা চক্কর,"বিষহীন সাপের ফণার মতো মাথা তুলে অক্ষমের বৃথা আস্ফালন; নির্গুণের অভিমান, ঔদ্ধত্য, ক্রোধ, বাগাড়ম্বর, মৌখিক আস্ফালন",मुँह न लगना,To not feel like eating; to have no appetite.,HIGH,False,bn-hi
6692,বিষবৃক্ষ,"অনাচারের উৎস, যা লালন করলে নিজেরই সর্বনাশ হয়",अपना उल्लू सीधा करना,To achieve one's own selfish motive; to act in self-interest without regard for others.,HIGH,False,bn-hi
6694,বিষয়-আশয়,"অর্থসম্পদ, ধনসম্পত্তি",हाथ तंग होना,To be short of money; to be in financial difficulty.,HIGH,False,bn-hi
6695,বৈষয়কবুদ্ধি,কাণ্ডজ্ঞান; সাংসারিক জ্ঞান; সম্পত্তি পরিচালনায় কুটবুদ্ধি,बूटी काढ़ना,To devise a cunning plan; to concoct a scheme.,HIGH,False,bn-hi
6696,বিষে বিষে বিষক্ষয়,শত্রু দিয়ে শত্রু নাশ,कान भरना,To instigate or incite someone against another person.,HIGH,False,bn-hi
6698,বিষ্ণুর সুদর্শন চক্র,অন্যায়-অশুভ শক্তির দমনকারী অমোঘ অস্ত্র,टेड़ी खीर होना,A very difficult task; something that is extremely challenging to accomplish.,HIGH,False,bn-hi
6699,বিসমিল্লায় গলদ,শুরুতেই ভুল বা ত্রুটি,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
6701,বীর বক্কেশ্বর,অন্তরে ভীরুপ্রকৃতির মুখে বীরত্ব প্রকাশে অদ্বিতীয় ব্যক্তি,राख में दबा कोयला,A person who appears harmless but is dangerous inside.,HIGH,False,bn-hi
6703,বীরাঙ্গনা,যে নারী বীরত্ব অঙ্গে ধারণ করে; বীর্যবতী নারী,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
6704,বুক করা,রেলগাড়ী ইত্যাদির মাধ্যমে মাল পাঠানোর ব্যবস্থা করা,सीधी उँगली से घी न निकलना,Some tasks require force or cunning; you can't get things done by gentle means alone.,HIGH,False,bn-hi
6705,বুক কাঁপা,ভয় পাওয়া,पानी पानी होना,To be deeply ashamed; to feel intense embarrassment.,HIGH,False,bn-hi
6706,বুক চড়চড় করা,হিংসায় বুক ফেটে যাওয়া,मुँह में पानी आना,To feel tempted by delicious food; to have one's mouth water.,HIGH,False,bn-hi
6707,বুক চাপড়ানো,হাহুতাশ করা,छाती पीटना,To wail or lament loudly; to express intense grief.,HIGH,False,bn-hi
6708,বুক চাপড়ানো,হাহুতাশ করা,छाती पीटना,To wail or lament loudly; to express intense grief.,HIGH,False,bn-hi
6709,বুক চিতানো,সাহস বা ভরসা প্রকাশ করা,छाती पीटना,To wail or lament loudly; to express intense grief.,HIGH,False,bn-hi
6710,বুক চিতিয়ে চলা,অসঙ্কুচিত হয়ে বা সাহসের সঙ্গে অগ্রসর হওয়া,फूँक-फूँक कर कदम रखना,To proceed with extreme caution; to be very careful.,HIGH,False,bn-hi
6711,বুক ঠোকা,ভরসা বা সাহস প্রকাশ করা,छाती पीटना,To wail or lament loudly; to express intense grief.,HIGH,False,bn-hi
6712,বুক ঠোকা,ভরসা বা সাহস প্রকাশ করা,छाती पीटना,To wail or lament loudly; to express intense grief.,HIGH,False,bn-hi
6713,বুক ঢিপঢিপ করা,হৃদকম্প বেড়ে যাওয়া,आँख चुराना,To hide out of shame; to avoid eye contact due to embarrassment or guilt.,HIGH,False,bn-hi
6714,বুক দশহাত হওয়া,আনন্দ ও উৎসাহে হৃদয় প্রসারিত হওয়া; উৎসাহ ও সাহস বর্ধিত হওয়া; গর্বিত হওয়া,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
6715,বুক দেওয়া,কোন কাজে দেহ মন দিয়ে সাহায্য করা; সাধ্যমত সাহায্য করা; সর্বান্তঃকরণে সাহায্য করা,लोहा लेना,To confront or compete with someone; to measure one's strength against another.,HIGH,False,bn-hi
6716,বুক ধড়ফড় করা,দুর্বলতা অথবা ভয়ে হৃৎপিণ্ড জোরে স্পন্দিত হওয়া,आँख चुराना,To hide out of shame; to avoid eye contact due to embarrassment or guilt.,HIGH,False,bn-hi
6717,বুক পাতা,দুঃখ-কষ্ট সহ্য করতে প্রস্তুত থাকা,छाती पर पत्थर रखना,To suppress one's emotions; to bear sorrow stoically.,HIGH,False,bn-hi
6718,বুক ফাটা,মনোকষ্টে ভেঙ্গে পড়া; প্রচণ্ড দুঃখ/শোক পাওয়া,छाती पीटना,To wail or lament loudly; to express intense grief.,HIGH,False,bn-hi
6719,বুক ফাটে তো মুখ ফোটে না,অন্তরের গোপন কথা/বাসনা বলার প্রবল ইচ্ছা থাকা সত্ত্বেও মুখে উচ্চারিত হয় না,जिसकी लाठी उसकी भैंस,Might is right; those with power can do as they please.,HIGH,False,bn-hi
6720,বুক ফুলানো,"অহংকার করা, আনন্দ ও উৎসাহে হৃদয় প্রসারিত করা; গর্ব প্রকাশ হওয়া",घी के दिए जलाना,To celebrate with great joy; to express happiness extravagantly.,HIGH,False,bn-hi
6721,বুক বাঁধা,আশা করা; আশায় থাকা,ज्योति जलना,To maintain hope; to keep a tradition alive.,HIGH,False,bn-hi
6722,বুক বাড়া,সাহস বৃদ্ধি হওয়া,चींटी के पर निकलना,For an insignificant person to become arrogant when they gain a little power.,HIGH,False,bn-hi
6723,বুক ভাঙা,দুঃখে-শোকে মর্মান্তিক কষ্ট পাওয়া; নিরাশ করা/হওয়া; সাহসহীন হওয়া,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
6724,বুকভাঙা,প্রবল শোকজ্ঞাপক,छाती पीटना,To wail or lament loudly; to express intense grief.,HIGH,False,bn-hi
6725,বুক শুকানো,আশাভরসা লোপ পাওয়া; নিরুৎসাহ বোধ করা,अब पछताए होत क्या जब चिड़िया चुग गई खेत,It is no use feeling sorry after something bad has happened (like crying over spilt milk).,HIGH,False,bn-hi
6726,বুকে চড়া,আক্রমণ করা,टूट पड़ना,To attack fiercely; to suddenly rush upon someone.,HIGH,False,bn-hi
6727,বুকে ঢেঁকির পাড় পড়া,পরশ্রীকাতরতার জন্য মর্মজ্বালায় ছটফট করা; হিংসায় বুক ফেটে যাওয়া,कलेजे पर साँप लोटना,To burn with jealousy or envy.,HIGH,False,bn-hi
6728,বুকে (কারোকে) পিঠে (কারোকে) করা,একজনকে আদর করা অন্যজনকে অনাদর করা,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
6729,বুকে পিঠে করে মানুষ করা,অত্যন্ত আদরযত্নে শিশুকে লালনপালন করা,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
6730,বুকে বসে দাড়ি ওপড়ানো,আশ্রয়দাতা বা প্রতিপালকের অনিষ্ট করা,अपना उल्लू सीधा करना,To achieve one's own selfish motive; to act in self-interest without regard for others.,HIGH,False,bn-hi
6731,বুকে বাঁশ ডলা,অতিশয় নির্যাতন করা; কঠিন শাস্তি দেওয়া,गागर में सागर भरना,To express a lot of meaning in a few words; to cover a big subject concisely.,HIGH,False,bn-hi
6733,বুকে হাত দিয়ে বলা,আন্তরিকতা বা সাহসের সঙ্গে বলা,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
6736,বুকের রক্ত দেওয়া,প্রাণ দেওয়া; নিজের ক্ষতি স্বীকার করে পরের উপকারের জন্য প্রাণত্যাগ করা,जान पर खेलना,To risk one's life; to endanger oneself.,HIGH,False,bn-hi
6737,বুজরুক,"সম্মানার্থে- বয়োবৃদ্ধ ও বিজ্ঞ, সম্মানিত বৃদ্ধ",चाँद पर थूकना,To blame someone who is completely blameless; to defame a highly respected person.,HIGH,False,bn-hi
6738,বুঝাপড়া,কথাবার্তার দ্বারা নিষ্পত্তি বা মীমাংসা; সমঝোতা,अंगारों पर पैर रखना,To perform a very difficult and dangerous task; to walk through fire.,HIGH,False,bn-hi
6740,বুঝাসুঝা,সহচর শব্দ; বুদ্ধি দিয়ে বিচার এবং বিবেচনা করা; মন দিয়ে শোনা এবং হৃদয়ঙ্গম করা,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
6741,বুড়বাক,নিরেট বোকা,उल्लू बनाना,To make a fool of someone; to dupe or trick someone.,HIGH,False,bn-hi
6743,বুড়িতে চতুর কাহনে কানা,"অল্প খরচে খুব নজর, বেশি খরচে উদাসীনতা",ऊंट के मुँह में जीरा,A very small amount for a very large need; too little too late.,HIGH,False,bn-hi
6744,বুড়ো আঙুল চোষা,কিছু না; ফাঁকি,खाली दिमाग शैतान का घर,Idle minds lead to mischief.,HIGH,False,bn-hi
6745,বুড়ো আঙুল চোষা,কিছু না; ফাঁকি,खाली दिमाग शैतान का घर,Idle minds lead to mischief.,HIGH,False,bn-hi
6746,বুড়ো আঙুল দেখনো,অগ্রাহ্য করা,आँख फेरना,"To turn away from; to disregard or ignore someone, especially after previously favouring them.",HIGH,False,bn-hi
6747,বুড়ো আঙুল দেখানো,"ফাঁকি দেওয়া, প্রতারণা করা",आंखों में धूल झोंकना,To deceive someone; to pull wool over someone's eyes.,HIGH,False,bn-hi
6748,বুড়োখোকা,বাচ্চাছেলের মতো আচরণকারী বয়স্ক ব্যক্তির প্রতি বিদ্রুপোক্তি,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
6749,বুড়ো থুত্থুড়ো,অতি বৃদ্ধ ব্যক্তি,अंग-अंग फूले न समाना,To be overjoyed; extremely delighted.,HIGH,False,bn-hi
6750,বুড়োধাড়ি,বয়সে বুড়ো হলেও জন্তুর মত ব্যবহার,बुढ़ापे की लाठी,The sole support in old age (usually a son or daughter).,HIGH,False,bn-hi
6751,বুড়োফাৎনা,"অবজ্ঞায়-অশ্রদ্ধেয়, জঘন্য বুড়ো",बुढ़ापे की लाठी,The sole support in old age (usually a son or daughter).,HIGH,False,bn-hi
6752,বুড়োবয়সে ধেড়ে রোগ,বৃদ্ধবয়সে সখ বা সৌখনীতায় আগ্রহ,बुढ़ापे की लाठी,The sole support in old age (usually a son or daughter).,HIGH,False,bn-hi
6753,বুড়োবাঁদর,বাঁদরের মতো আচরণ বা স্বভাববিশিষ্ট বৃদ্ধ - নির্বুদ্ধিতার জন্য তিরস্কার,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
6754,বুড়োভাম,অতি বৃদ্ধ বয়স পর্যন্ত বেঁচে থাকা ব্যক্তি,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
6755,বুড়োমড়া,মরণোন্মুখ বৃদ্ধ,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
6757,বুড়োশালিকের ঘাড়ে রোঁ,বুড়োবয়সে বাচ্চাদের মতো আচরণ করা বা যুবকের মতো বেশভূষা সাজসজ্জা করা,बुढ़ापे की लाठी,The sole support in old age (usually a son or daughter).,HIGH,False,bn-hi
6758,বুড়োহাড়,অভিজ্ঞ ব্যক্তি,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
6759,বুড়ো হাড়ে ভেলকি,অভিজ্ঞতার চমকপ্রদ নিদর্শন,कुएँ का मेंढक,Someone with a very limited outlook or narrow experience of the world.,HIGH,False,bn-hi
6760,বুড়োহাবড়া,কাণ্ডজ্ঞানহীন বৃদ্ধ,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
6761,বুদ্ধিতে বৃহস্পতি,সু-অর্থে: পুরাণোক্ত দেবগুরু বৃহস্পতির মতো অতি বুদ্ধিমান; মহাপণ্ডিত। বিদ্রুপে: অল্পবুদ্ধিসম্পন্ন বা আকাট মূর্খ।,आपे से बाहर होना,To be extremely angry; to lose complete self-control in rage.,HIGH,False,bn-hi
6762,বুদ্ধির গোড়ায় ধোঁয়া দেওয়া,"ধূমপান করে চিন্তাশক্তি বাড়ানো, বুদ্ধি সজাগ করা",चार चाँद लगाना,To greatly enhance the beauty or value of something.,HIGH,False,bn-hi
6763,বুদ্ধির গোড়ায় ধোঁয়া দেওয়া,"ধূমপান করে চিন্তাশক্তি বাড়ানো, বুদ্ধি সজাগ করা",चार चाँद लगाना,To greatly enhance the beauty or value of something.,HIGH,False,bn-hi
6764,বুদ্ধিশুদ্ধি,"জ্ঞানবুদ্ধি, তীক্ষ্ণ বিচারশক্তি, বুদ্ধি ও সংস্কার",बंदर क्या जाने अदरक का स्वाद,Someone with no knowledge or appreciation of a fine thing.,HIGH,False,bn-hi
6766,বুনোহাঁসের পিছনে ছোটা,অনিশ্চিতের পিছনে ছোটা,नौ सौ चूहे खाके बिल्ली हज को चली,To display saintly behaviour after committing many sins; a hypocrite turning pious.,HIGH,False,bn-hi
6767,বুমেরাঙ,"আত্মঘাতী অস্ত্র; ফিরে আসা, নিজের ক্ষতি করে এমন কর্ম",टेड़ी खीर होना,A very difficult task; something that is extremely challenging to accomplish.,HIGH,False,bn-hi
6768,বুরা,মন্দ; খারাপ,नसीब फूटना,To have one's luck turn bad; to suffer misfortune.,HIGH,False,bn-hi
6770,বুর্বাক,বুদ্ধিহীন,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
6771,বুলি আওড়ানো,বাঁধা গল্পে শিক্ষিত কথা বলে যাওয়া,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
6772,বৃদ্ধাঙ্গুষ্ঠ দেখানো,"ফাঁকি দেওয়া, প্রতারণা করা",आंखों में धूल झोंकना,To deceive someone; to pull wool over someone's eyes.,HIGH,False,bn-hi
6774,বৃশ্চিক দংশনজ্বালা,"অনুতাপ, তীব্র মর্মদাহ",छाती पीटना,To wail or lament loudly; to express intense grief.,HIGH,False,bn-hi
6778,বেঁচে বর্তে থাকা,দীর্ঘকাল বাঁচা,गड़े मुरदे उखाड़ना,To bring up past issues that are long forgotten.,HIGH,False,bn-hi
6779,বেঁটেখাটো,খর্বাকৃতি লোক; সবদিক থেকেই খাটো,चींटी के पर निकलना,For an insignificant person to become arrogant when they gain a little power.,HIGH,False,bn-hi
6780,বেঁটে বঙ্কু,একাধারে খর্ব ও বক্রদেহবিশিষ্ট কুটিলচরিত্রের লোক,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
6781,বেঁড়ে ওস্তাদ,যে কাজে অকর্মণ্য কিন্তু মুখে বাহাদুরি করে,राख में दबा कोयला,A person who appears harmless but is dangerous inside.,HIGH,False,bn-hi
6782,বেঁড়েকে চমরা বলা,"গুণহীন বা হীন ব্যক্তিকে গুণবান বলে প্রশংসা করে তোষামোদ করা, যাতে সে গর্বিত হয় এবং কাজ সিদ্ধ হয়",गाजर-मूली का भाव बताना,To teach someone a lesson; to show them their real worth.,HIGH,False,bn-hi
6783,বেকুব,"অজ্ঞ, বিচারবুদ্ধিহীন, মূর্খ",कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
6784,বেগড়বাই করা,"ঝামেলা করা; বিগড়ে যাওয়া, বিরোধিতা করা",आग लगाना,To stir up trouble; to create chaos or instigate conflict.,HIGH,False,bn-hi
6785,বেগার খাটা,অনিচ্ছায় বা বিনা পারিশ্রমিকে বাধ্য হয়ে কিছু করা,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
6786,বেগুন গাছে আঁকশি,বিদ্রুপে খুব খর্বাকৃতি লোক,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
6787,বেগুনে আগুন,দুর্মূল্যের বাজার,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
6788,বেঘোর,ভীষণ অসহায়/সঙ্কটময় অবস্থা,अंग-अंग फूले न समाना,To be overjoyed; extremely delighted.,HIGH,False,bn-hi
6789,বেচারাম,যে ব্যক্তি পৈত্রিকসম্পত্তি বিক্রি করে খায়,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
6791,বেটাচ্ছেলে,নচ্ছার/পাজি লোক - অবজ্ঞাসূচক গালিবিশেষ; সম্বোধিত ব্যক্তির বাপের বাপ হওয়া অর্থে গালি,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
6793,বেঢপ,"কদাকার, ছাঁচের সাথে মেলে না এমন",घर की मुर्गी दाल बराबर,To undervalue what one already has; a familiar thing is not appreciated.,HIGH,False,bn-hi
6794,বেড়া-আগুন,মহাসঙ্কট,आसमान टूट पड़ना,A sudden great calamity or disaster.,HIGH,False,bn-hi
6795,বেড়া-আগুনে পোড়ানো,চারিদিকে আগুন জ্বেলে পুড়িয়ে মারা,कलेजे पर साँप लोटना,To burn with jealousy or envy.,HIGH,False,bn-hi
6797,বেড়া নেড়ে গৃহস্থের মন জানা,গৃহস্থ সজাগ কিনা চোরের তা জানা,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
6798,বেড়ার ওপর বসে,এদিকেও না ওদিকেও না; কোন পক্ষেই নেই,घर की मुर्गी दाल बराबर,To undervalue what one already has; a familiar thing is not appreciated.,HIGH,False,bn-hi
6799,বেড়ে ওস্তাদ,প্রশংসায়- দক্ষ কর্মী; নিন্দায়- ওস্তাদি করতে গিয়ে কাজ নষ্ট করে,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
6800,বেতালা,অনুপযুক্ত; কাণ্ডজ্ঞানহীন,अक्ल पर पत्थर पड़ना,To lose one's sense of reason; to act stupidly or irrationally.,HIGH,False,bn-hi
6801,বেতো,বাতরোগগ্রস্ত,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
6802,বেঁটো ঘোড়া,অকর্মণ্য চলৎশক্তিহীন ব্যক্তি,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
6803,বেদবাক্য,"অকাট্য, অলঙ্ঘনীয় উক্তি; ধ্রুব/সনাতন সত্য, বেদের নির্দেশ; অবশ্যপালনীয় আদেশ",चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
6805,বেদে-কোরানে নাই,শাস্ত্রের দোহাই দিয়ে ন্যায়সঙ্গত কাজকে অস্বীকার করা,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
6807,বেধড়ক,"অপরিমিত, নির্বিচারে",अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
6808,বেনাবনে মুক্তা ছড়ানো,অপাত্রে উত্তমবস্তু বা উপদেশ দান; উত্তমবস্তুর অপব্যবহার,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
6809,বেনে,প্রবল ব্যবসায়ীবুদ্ধিযুক্ত লোক; লাভ লোকসান সম্পর্কে মাত্রাতিরিক্ত সতর্ক লোক,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
6810,বেনের কাছে গিলটি চালানো,অভিজ্ঞকে ঠকানোর চেষ্টা; নিস্ফল প্রচেষ্টা,आसमान सिर पर उठा लेना,To take on a very difficult task; to attempt the impossible.,HIGH,False,bn-hi
6811,বেনোজল,"দূষিত জল, ক্ষতিকর শক্তি; বাজে লোকের ভিড়",नाच न जाने आँगन टेढ़ा,A bad workman blames his tools; to blame your failures on external factors.,HIGH,False,bn-hi
6812,বেনোজল ঢুকিয়ে ঘরোজল বার করা,বাইরের দূষিত বস্তু ঢুকিয়ে ঘরের সঞ্চিত বস্তু নষ্ট করা,अपना उल्लू सीधा करना,To achieve one's own selfish motive; to act in self-interest without regard for others.,HIGH,False,bn-hi
6814,বেফাঁস কথা,"অচিন্তিত কথা, অনুচিত কথা, অসঙ্গত উক্তি, অস্থানে অসাবধানে বলে ফেলা কথা",अंधेर नगरी चौपट राजा,A place or situation where there is total chaos and no justice.,HIGH,False,bn-hi
6815,বেবাক,কোনো কিছু বাদ না রেখে সম্পূর্ণভাবে,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
6817,বেয়াইয়ের বাপের শ্রাদ্ধ,অনর্থক অর্থের অপব্যয়,आग में घी डालना,To add fuel to the fire; to make matters worse.,HIGH,False,bn-hi
6818,বেয়ারিং পোস্ট,ব্যঙ্গার্থে অন্যের উপর নির্ভরশীলতা,आँख का तारा,To be the most beloved person; someone cherished above all others (apple of one's eye).,HIGH,False,bn-hi
6819,বেলতলা,এ-জায়গা ও-জায়গা; এখান-ওখান,टेड़ी खीर होना,A very difficult task; something that is extremely challenging to accomplish.,HIGH,False,bn-hi
6820,বেল পাকলে কাকের কি?,উপভোগে অক্ষমব্যক্তির পক্ষে উত্তমবস্তুর প্রতি আগ্রহপ্রকাশ নিরর্থক,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
6823,বেলা ফুরানো,দিন শেষ হয়ে আসা; অল্প-জীবন ফুরিয়ে আসা,काम तमाम करना,To kill someone; to put an end to someone or something.,HIGH,False,bn-hi
6825,বেলাবেলি,দিন থাকতে থাকতে,आईने में मुँह देखना,To introspect; to consider one's own standing before judging others.,HIGH,False,bn-hi
6826,বেলা যাওয়া,দিন শেষ হয়ে আসা; অল্প আয়ু শেষ হয়ে আসা,काम तमाम करना,To kill someone; to put an end to someone or something.,HIGH,False,bn-hi
6827,বেলা হওয়া,দেরী হওয়া,लाल पीला होना,To get very angry; to lose one's temper.,HIGH,False,bn-hi
6831,বেহদ্দ বেহায়া,অত্যন্ত নির্লজ্জ,मुँह फाड़ कर देखना,To stare in amazement; to be utterly astonished by something.,HIGH,False,bn-hi
6833,বেহেড মাতাল,মতিভ্রষ্ট,आँख चुराना,To hide out of shame; to avoid eye contact due to embarrassment or guilt.,HIGH,False,bn-hi
6834,বৈজয়ন্তীমালা,কণ্ঠ থেকে জানু পর্যন্ত লম্বা পাঁচফুটের মালা,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
6835,বৈতরণী,স্বর্গে যাওয়ার পথ,आकाश-पाताल एक करना,To make tremendous efforts; to move heaven and earth.,HIGH,False,bn-hi
6836,বৈতরণী পার করা,হত্যা করা,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
6837,বৈতরণী পার হওয়া,মৃত্যুমুখে পতিত হওয়া; স্বর্গে যাওয়া,आकाश-पाताल एक करना,To make tremendous efforts; to move heaven and earth.,HIGH,False,bn-hi
6838,বৈরাগ্য,সংসারে অনাসক্তি; বিষয়ভোগে ঔদাসীন্য,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
6840,বোকাকান্ত,অত্যন্ত বোকা; নিতান্ত অকর্মণ্য,नानी याद आना,To be in extreme pain or difficulty; to be utterly helpless.,HIGH,False,bn-hi
6842,বোঝাপড়া,কথাবার্তার দ্বারা নিষ্পত্তি/মীমাংসা; সমঝোতা,अंगारों पर पैर रखना,To perform a very difficult and dangerous task; to walk through fire.,HIGH,False,bn-hi
6844,বোঝার উপর শাকের আঁটি,বিপুলভারের উপর অতিরিক্ত সামান্যভার কিছুই মনে হয় না,बन्दर क्या जाने अदरक का स्वाद,Don't expect appreciation from those who have no capacity to understand value.,HIGH,False,bn-hi
6846,বোড়ের চাল,কৌশল প্রয়োগ,बूटी काढ़ना,To devise a cunning plan; to concoct a scheme.,HIGH,False,bn-hi
6847,বোতলের বন্ধু,মাতালের বন্ধুত্ব,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
6849,বোনাফাইড,"আসল, খাঁটি, প্রকৃত, সত্যি",रंग दिखाना,To display one's true abilities; to show what one is capable of.,HIGH,False,bn-hi
6850,বোবাকান্না,"ভিতরে ভিতরে চাপা কান্না, রুদ্ধ কান্না",चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
6851,বোমকে যাওয়া,হতচকিত হওয়া,गरीब की जोरू सबकी भाभी,The weak and powerless are easily taken advantage of.,HIGH,False,bn-hi
6852,বোমবাস্টিক,"অত্যধিক জমকালো, অর্থহীন শব্দাড়ম্বরপূর্ণ",ईंट का जबाब पत्थर से देना,An eye for an eye; to retaliate with full force; to give a fitting reply.,HIGH,False,bn-hi
6854,বোলতার চাকে খোঁচা দেওয়া,নিজের দুর্ব্যবহারে হিংস্র জনতাকে খেপানো,अपना उल्लू सीधा करना,To achieve one's own selfish motive; to act in self-interest without regard for others.,HIGH,False,bn-hi
6855,বোলবোলা,উন্নতি; প্রভাব; বৈভব; সমৃদ্ধি,तूती बोलना,To have great influence; to be in a position of power.,HIGH,False,bn-hi
6856,বোলাবুলি,"উত্তর ও প্রত্যুত্তর; গণ্ডগোল বচসা, বাকবিতণ্ডা",गोली दागना,To make a sharp verbal attack; to criticise harshly.,HIGH,False,bn-hi
6857,বোহিমিয়ান,"স্বাধীনভাবে ঘোরাঘুরি করা ব্যক্তি, ভবঘুরে",कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
6859,ব্যঘ্রচর্মাবৃত গর্ধভ,চালাকের বেশে আহাম্মক,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
6860,ব্যতিব্যস্ত,অত্যন্ত ব্যস্ত; খুব ব্যাকুল,अंग-अंग फूले न समाना,To be overjoyed; extremely delighted.,HIGH,False,bn-hi
6861,ব্যস্তবাগীশ,অতিরিক্ত ব্যস্ততাহেতু যে তড়তড় করে,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
6862,ব্যস্তসমস্ত,অতিব্যস্ততা; অতিশয় ব্যাকুলভাব; উৎকণ্ঠা,अँगारे बरसना,To be scorching hot; extreme heat of the sun.,HIGH,False,bn-hi
6863,ব্যাঙ খোঁচানো,নির্দোষ লোককে প্রহার করা,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
